home_team,away_team,home_score,away_score,tournament,city,country,neutral,year,Total goals in a match
Italy,Uruguay,0,1,FIFA World Cup,Natal,Brazil,True,2014,1
Japan,Colombia,1,4,FIFA World Cup,Cuiabá,Brazil,True,2014,5
Bosnia and Herzegovina,Iran,3,1,FIFA World Cup,Salvador,Brazil,True,2014,4
Ecuador,France,0,0,FIFA World Cup,Rio de Janeiro,Brazil,True,2014,0
Honduras,Switzerland,0,3,FIFA World Cup,Manaus,Brazil,True,2014,3
Nigeria,Argentina,2,3,FIFA World Cup,Porto Alegre,Brazil,True,2014,5
Algeria,Russia,1,1,FIFA World Cup,Curitiba,Brazil,True,2014,2
South Korea,Belgium,0,1,FIFA World Cup,São Paulo,Brazil,True,2014,1
Portugal,Ghana,2,1,FIFA World Cup,Brasília,Brazil,True,2014,3
United States,Germany,0,1,FIFA World Cup,Recife,Brazil,True,2014,1
Brazil,Chile,1,1,FIFA World Cup,Belo Horizonte,Brazil,False,2014,2
Colombia,Uruguay,2,0,FIFA World Cup,Rio de Janeiro,Brazil,True,2014,2
Costa Rica,Greece,1,1,FIFA World Cup,Recife,Brazil,True,2014,2
Netherlands,Mexico,2,1,FIFA World Cup,Fortaleza,Brazil,True,2014,3
France,Nigeria,2,0,FIFA World Cup,Brasília,Brazil,True,2014,2
Germany,Algeria,2,1,FIFA World Cup,Porto Alegre,Brazil,True,2014,3
Argentina,Switzerland,1,0,FIFA World Cup,São Paulo,Brazil,True,2014,1
Belgium,United States,2,1,FIFA World Cup,Salvador,Brazil,True,2014,3
Brazil,Colombia,2,1,FIFA World Cup,Fortaleza,Brazil,False,2014,3
France,Germany,0,1,FIFA World Cup,Rio de Janeiro,Brazil,True,2014,1
Argentina,Belgium,1,0,FIFA World Cup,Brasília,Brazil,True,2014,1
Netherlands,Costa Rica,0,0,FIFA World Cup,Salvador,Brazil,True,2014,0
Brazil,Germany,1,7,FIFA World Cup,Belo Horizonte,Brazil,False,2014,8
Netherlands,Argentina,0,0,FIFA World Cup,São Paulo,Brazil,True,2014,0
Brazil,Netherlands,0,3,FIFA World Cup,Brasília,Brazil,False,2014,3
Germany,Argentina,1,0,FIFA World Cup,Rio de Janeiro,Brazil,True,2014,1
Russia,Saudi Arabia,5,0,FIFA World Cup,Moscow,Russia,False,2018,5
Egypt,Uruguay,0,1,FIFA World Cup,Ekaterinburg,Russia,True,2018,1
Morocco,Iran,0,1,FIFA World Cup,Saint Petersburg,Russia,True,2018,1
Portugal,Spain,3,3,FIFA World Cup,Sochi,Russia,True,2018,6
France,Australia,2,1,FIFA World Cup,Kazan,Russia,True,2018,3
Argentina,Iceland,1,1,FIFA World Cup,Moscow,Russia,True,2018,2
Peru,Denmark,0,1,FIFA World Cup,Saransk,Russia,True,2018,1
Croatia,Nigeria,2,0,FIFA World Cup,Kaliningrad,Russia,True,2018,2
Costa Rica,Serbia,0,1,FIFA World Cup,Samara,Russia,True,2018,1
Germany,Mexico,0,1,FIFA World Cup,Moscow,Russia,True,2018,1
Brazil,Switzerland,1,1,FIFA World Cup,Rostov-on-Don,Russia,True,2018,2
Sweden,South Korea,1,0,FIFA World Cup,Nizhny Novgorod,Russia,True,2018,1
Belgium,Panama,3,0,FIFA World Cup,Sochi,Russia,True,2018,3
Tunisia,England,1,2,FIFA World Cup,Volgograd,Russia,True,2018,3
Colombia,Japan,1,2,FIFA World Cup,Saransk,Russia,True,2018,3
Poland,Senegal,1,2,FIFA World Cup,Moscow,Russia,True,2018,3
Russia,Egypt,3,1,FIFA World Cup,Saint Petersburg,Russia,False,2018,4
Portugal,Morocco,1,0,FIFA World Cup,Moscow,Russia,True,2018,1
Uruguay,Saudi Arabia,1,0,FIFA World Cup,Rostov-on-Don,Russia,True,2018,1
Iran,Spain,0,1,FIFA World Cup,Kazan,Russia,True,2018,1
Denmark,Australia,1,1,FIFA World Cup,Samara,Russia,True,2018,2
France,Peru,1,0,FIFA World Cup,Ekaterinburg,Russia,True,2018,1
Argentina,Croatia,0,3,FIFA World Cup,Nizhny Novgorod,Russia,True,2018,3
Brazil,Costa Rica,2,0,FIFA World Cup,Saint Petersburg,Russia,True,2018,2
Nigeria,Iceland,2,0,FIFA World Cup,Volgograd,Russia,True,2018,2
Serbia,Switzerland,1,2,FIFA World Cup,Kaliningrad,Russia,True,2018,3
Belgium,Tunisia,5,2,FIFA World Cup,Moscow,Russia,True,2018,7
South Korea,Mexico,1,2,FIFA World Cup,Rostov-on-Don,Russia,True,2018,3
Germany,Sweden,2,1,FIFA World Cup,Sochi,Russia,True,2018,3
England,Panama,6,1,FIFA World Cup,Nizhny Novgorod,Russia,True,2018,7
Japan,Senegal,2,2,FIFA World Cup,Ekaterinburg,Russia,True,2018,4
Poland,Colombia,0,3,FIFA World Cup,Kazan,Russia,True,2018,3
Russia,Uruguay,0,3,FIFA World Cup,Samara,Russia,False,2018,3
Saudi Arabia,Egypt,2,1,FIFA World Cup,Volgograd,Russia,True,2018,3
Spain,Morocco,2,2,FIFA World Cup,Kaliningrad,Russia,True,2018,4
Iran,Portugal,1,1,FIFA World Cup,Saransk,Russia,True,2018,2
Australia,Peru,0,2,FIFA World Cup,Sochi,Russia,True,2018,2
Denmark,France,0,0,FIFA World Cup,Moscow,Russia,True,2018,0
Nigeria,Argentina,1,2,FIFA World Cup,Saint Petersburg,Russia,True,2018,3
Iceland,Croatia,1,2,FIFA World Cup,Rostov-on-Don,Russia,True,2018,3
South Korea,Germany,2,0,FIFA World Cup,Kazan,Russia,True,2018,2
Mexico,Sweden,0,3,FIFA World Cup,Ekaterinburg,Russia,True,2018,3
Serbia,Brazil,0,2,FIFA World Cup,Moscow,Russia,True,2018,2
Switzerland,Costa Rica,2,2,FIFA World Cup,Nizhny Novgorod,Russia,True,2018,4
Japan,Poland,0,1,FIFA World Cup,Volgograd,Russia,True,2018,1
Senegal,Colombia,0,1,FIFA World Cup,Samara,Russia,True,2018,1
Panama,Tunisia,1,2,FIFA World Cup,Saransk,Russia,True,2018,3
England,Belgium,0,1,FIFA World Cup,Kaliningrad,Russia,True,2018,1
France,Argentina,4,3,FIFA World Cup,Kazan,Russia,True,2018,7
Uruguay,Portugal,2,1,FIFA World Cup,Sochi,Russia,True,2018,3
Russia,Spain,1,1,FIFA World Cup,Moscow,Russia,False,2018,2
Croatia,Denmark,1,1,FIFA World Cup,Nizhny Novgorod,Russia,True,2018,2
Brazil,Mexico,2,0,FIFA World Cup,Samara,Russia,True,2018,2
Belgium,Japan,3,2,FIFA World Cup,Rostov-on-Don,Russia,True,2018,5
Sweden,Switzerland,1,0,FIFA World Cup,Saint Petersburg,Russia,True,2018,1
Colombia,England,1,1,FIFA World Cup,Moscow,Russia,True,2018,2
Uruguay,France,0,2,FIFA World Cup,Nizhny Novgorod,Russia,True,2018,2
Brazil,Belgium,1,2,FIFA World Cup,Kazan,Russia,True,2018,3
Sweden,England,0,2,FIFA World Cup,Samara,Russia,True,2018,2
Russia,Croatia,2,2,FIFA World Cup,Sochi,Russia,False,2018,4
France,Belgium,1,0,FIFA World Cup,Saint Petersburg,Russia,True,2018,1
Croatia,England,2,1,FIFA World Cup,Moscow,Russia,True,2018,3
Belgium,England,2,0,FIFA World Cup,Saint Petersburg,Russia,True,2018,2
France,Croatia,4,2,FIFA World Cup,Moscow,Russia,True,2018,6
